,NOMBRE,EDAD,CORREO,TIPO,GRUPO,NIVEL,JORNADA,DIA,HORARIO,SUBMODULO,DOCENTE,MOMENTO,CONOCIMIENTO,DESEMPEÑO,PRODUCTO,BECADO,ESTADO
134,Mr. Steven Rodriguez,21,cmason@example.org,REGULAR,32,2,NOCHE,VIERNES,18:15-21:25,Programación de Aplicaciones Móviles I,Connie Pace,1,3.7,2.9,4.1,SI,FORMACIÓN
135,Janice Allen,23,vickiegonzalez@example.net,REGULAR,8,1,MAÑANA-TARDE,SABADO,10:30-12:00 13:30-15:00,Metodologías Ágiles para la Programación,Edward Watson,3,3.5,4.2,3.3,SI,FORMACIÓN
136,George Hernandez,21,sglenn@example.com,REGULAR,1,2,NOCHE,LUNES,18:15-21:25,Gestión de Bases de Datos,Raymond Miller,1,4.8,3.0,4.8,NO,FORMACIÓN
137,Danielle Bennett,24,cbradley@example.org,EMPRESARIAL,24,2,TARDE,SABADO,15:00-18:00,Programación para la Web I,Connie Pace,1,4.4,3.0,4.1,SI,FORMACIÓN
138,Nicole Casey,25,charlesford@example.org,EMPRESARIAL,18,3,NOCHE,VIERNES,18:15-21:25,Nuevas Tecnologias de la Programación,Emily Villegas,1,4.6,4.1,4.6,NO,FORMACIÓN
139,Casey Barrett DVM,22,david33@example.com,REGULAR,11,3,NOCHE,SABADO,18:15-21:25,Nuevas Tecnologias de la Programación,Raymond Miller,3,4.4,2.9,3.6,SI,FORMACIÓN
140,Erik Clark,23,derrick26@example.net,REGULAR,24,2,TARDE,SABADO,15:00-18:00,Programación para la Web I,Christopher Thomas,1,3.3,3.0,4.1,SI,FORMACIÓN
141,Andrew Taylor,23,dawn59@example.com,REGULAR,28,1,NOCHE,VIERNES,18:15-21:25,Metodologías Ágiles para la Programación,Bradley Jimenez,1,3.5,5.0,2.9,SI,FORMACIÓN
142,Jeff Moreno,29,sjohnson@example.com,REGULAR,24,2,TARDE,SABADO,15:00-18:00,Programación para la Web I,Michael Williams,3,4.0,3.0,3.9,NO,CANCELADO
143,Lauren Davis,24,sara35@example.com,REGULAR,33,2,NOCHE,VIERNES,18:15-21:25,Programación de Aplicaciones Móviles I,Connie Pace,1,4.7,3.0,3.6,SI,FORMACIÓN
144,Joyce Turner,20,josephwagner@example.net,EMPRESARIAL,13,2,MAÑANA-TARDE,SABADO,10:30-12:00 13:30-15:00,Gestión de Bases de Datos,Christopher Thomas,2,3.4,4.4,4.9,NO,FORMACIÓN
145,Shannon Willis,27,ukirk@example.org,EMPRESARIAL,11,3,NOCHE,SABADO,18:15-21:25,Nuevas Tecnologias de la Programación,Raymond Miller,3,3.0,4.5,3.6,NO,FORMACIÓN
146,Angela Wilson,29,rossamanda@example.org,EMPRESARIAL,30,2,MAÑANA,SABADO,7:30-10:30,Programación para la Web I,Erin Smith,1,3.9,2.9,4.4,NO,FORMACIÓN
147,Theresa Edwards,29,bcallahan@example.org,EMPRESARIAL,27,2,MAÑANA,JUEVES,7:30-10:30,Programación de Aplicaciones Móviles I,Connie Pace,2,4.1,4.3,4.4,NO,FORMACIÓN
148,Mercedes Johnson,20,meadowsgary@example.net,REGULAR,4,1,NOCHE,MIERCOLES,18:15-21:25,Metodologías Ágiles para la Programación,Emily Villegas,3,4.6,4.5,4.6,SI,FORMACIÓN
149,Kenneth White,28,bhall@example.com,REGULAR,7,2,NOCHE,VIERNES,18:15-21:25,Programación para la Web I,Anna Cruz,1,3.3,3.4,3.9,NO,FORMACIÓN
150,Angela Garcia,20,jcantu@example.com,REGULAR,17,1,NOCHE,JUEVES,18:15-21:25,Introducción a la Programación,Christopher Thomas,1,3.4,5.0,3.8,SI,FORMACIÓN
151,Tanya Robinson,22,ryananderson@example.org,REGULAR,31,2,MAÑANA,VIERNES,7:30-10:30,Gestión de Bases de Datos,Erin Smith,2,3.2,4.8,3.1,NO,CANCELADO
152,Karen Young,24,jasonfrench@example.net,EMPRESARIAL,27,2,MAÑANA,JUEVES,7:30-10:30,Programación de Aplicaciones Móviles I,Michael Williams,2,2.9,3.5,3.8,SI,FORMACIÓN
153,Anthony Dunlap,22,cainnancy@example.net,EMPRESARIAL,37,1,NOCHE,JUEVES,18:15-21:25,Lógica de Programación,Edward Watson,1,4.3,4.5,3.8,NO,FORMACIÓN
154,Olivia Smith,24,dana54@example.com,EMPRESARIAL,15,1,NOCHE,MARTES,18:15-21:25,Lógica de Programación,Christopher Thomas,3,3.5,4.7,4.1,SI,FORMACIÓN
155,Carlos Meyer,22,wwilliams@example.com,EMPRESARIAL,30,2,MAÑANA,SABADO,7:30-10:30,Programación para la Web I,Bradley Jimenez,3,3.7,4.7,3.1,NO,FORMACIÓN
156,Lauren Herring DDS,21,jesse55@example.com,REGULAR,11,3,NOCHE,SABADO,18:15-21:25,Nuevas Tecnologias de la Programación,Raymond Miller,3,3.4,3.4,5.0,SI,FORMACIÓN
157,Catherine Owens,19,johnchristian@example.net,REGULAR,24,2,TARDE,SABADO,15:00-18:00,Programación para la Web I,Emily Villegas,3,4.2,3.5,4.9,SI,FORMACIÓN
158,Nicholas Chapman,27,billy76@example.net,EMPRESARIAL,20,4,MAÑANA-TARDE,SABADO,10:30-12:00 13:30-15:00,Programación Avanzada,Kathryn Carroll,2,3.9,3.8,3.6,NO,FORMACIÓN
159,Vicki Parker,26,kaylafrazier@example.com,REGULAR,38,2,NOCHE,MARTES,18:15-21:25,Gestión de Bases de Datos,Erica Ramirez,1,3.1,3.5,3.0,NO,FORMACIÓN
160,Timothy Tyler PhD,26,william06@example.net,EMPRESARIAL,22,4,TARDE,SABADO,15:00-18:00,Programación de Aplicaciones Móviles III,Michael Williams,1,4.3,4.6,3.8,NO,FORMACIÓN
161,Susan Gray,27,wrodriguez@example.net,EMPRESARIAL,28,1,NOCHE,VIERNES,18:15-21:25,Metodologías Ágiles para la Programación,Bradley Jimenez,2,4.4,4.6,3.3,NO,FORMACIÓN
162,Jacqueline Anderson,29,tquinn@example.org,REGULAR,16,1,MAÑANA,JUEVES,7:30-10:30,Introducción a la Programación,Erin Smith,3,4.7,4.3,4.4,SI,FORMACIÓN
163,Jasmine Fleming,27,johnterry@example.org,REGULAR,3,3,NOCHE,MARTES,18:15-21:25,Programación para la Web II,Bradley Jimenez,1,4.9,5.0,3.0,NO,FORMACIÓN
164,Melinda Pena,24,clambert@example.com,EMPRESARIAL,31,2,MAÑANA,VIERNES,7:30-10:30,Gestión de Bases de Datos,Connie Pace,2,3.5,3.8,3.5,NO,FORMACIÓN
165,Zachary Brooks,24,thompsonbrandi@example.com,EMPRESARIAL,25,1,MAÑANA,JUEVES,7:30-10:30,Introducción a la Programación,Erin Smith,2,3.9,3.1,3.6,NO,FORMACIÓN
166,Andrew Lawson,25,sarayoung@example.com,EMPRESARIAL,2,2,MAÑANA,MARTES,7:30-10:30,Programación para la Web I,Raymond Miller,3,4.2,4.3,5.0,SI,FORMACIÓN
167,Benjamin Floyd,27,xgonzalez@example.org,REGULAR,26,3,NOCHE,MIERCOLES,18:15-21:25,Programación de Aplicaciones Móviles II,Michael Williams,1,3.5,4.9,3.9,NO,FORMACIÓN
168,Tanya Garcia,30,nancygreen@example.org,REGULAR,16,1,MAÑANA,JUEVES,7:30-10:30,Introducción a la Programación,Erica Ramirez,1,3.8,3.9,3.6,SI,FORMACIÓN
169,Sean Larson,29,andradechristopher@example.com,EMPRESARIAL,21,2,TARDE,SABADO,15:00-18:00,Programación de Aplicaciones Móviles I,Erin Smith,3,3.9,3.8,3.1,NO,FORMACIÓN
170,Jeffrey Williams,27,brendanlee@example.com,EMPRESARIAL,18,3,NOCHE,VIERNES,18:15-21:25,Nuevas Tecnologias de la Programación,Bradley Jimenez,2,3.2,5.0,3.4,NO,FORMACIÓN
171,Christina Simmons,25,ashleywilliams@example.org,REGULAR,36,1,NOCHE,VIERNES,18:15-21:25,Metodologías Ágiles para la Programación,Raymond Miller,3,3.8,3.0,4.3,NO,FORMACIÓN
172,Ruth Ellison,22,hannahking@example.org,EMPRESARIAL,18,3,NOCHE,VIERNES,18:15-21:25,Nuevas Tecnologias de la Programación,Christopher Thomas,1,3.0,4.7,4.5,NO,CANCELADO
173,Kevin Mcdonald,29,vaughnanthony@example.net,REGULAR,24,2,TARDE,SABADO,15:00-18:00,Programación para la Web I,Edward Watson,2,3.6,4.3,4.0,NO,FORMACIÓN
174,Joshua Wallace,23,michael48@example.org,EMPRESARIAL,8,1,MAÑANA-TARDE,SABADO,10:30-12:00 13:30-15:00,Metodologías Ágiles para la Programación,Emily Villegas,2,2.8,4.0,4.4,SI,FORMACIÓN
175,Tyrone Allen,30,sbaker@example.com,EMPRESARIAL,1,2,NOCHE,LUNES,18:15-21:25,Gestión de Bases de Datos,Erica Ramirez,3,4.1,3.8,3.4,SI,FORMACIÓN
176,Jordan Wyatt,28,matthewfreeman@example.org,EMPRESARIAL,34,4,NOCHE,MIERCOLES,18:15-21:25,Programación de Aplicaciones Móviles III,Connie Pace,3,3.0,3.2,3.7,SI,FORMACIÓN
177,Jeremy Donovan,25,pettyjodi@example.net,REGULAR,25,1,MAÑANA,JUEVES,7:30-10:30,Introducción a la Programación,Connie Pace,3,3.1,3.3,4.8,SI,FORMACIÓN
178,Victor Pham,26,ebarrera@example.org,EMPRESARIAL,9,1,NOCHE,MARTES,18:15-21:25,Introducción a la Programación,Emily Villegas,1,2.9,2.8,4.1,SI,FORMACIÓN
179,Michelle Smith,28,umoody@example.com,EMPRESARIAL,38,2,NOCHE,MARTES,18:15-21:25,Gestión de Bases de Datos,Emily Villegas,2,3.3,4.8,4.5,NO,FORMACIÓN
180,Kevin Benson,25,qrogers@example.com,EMPRESARIAL,13,2,MAÑANA-TARDE,SABADO,10:30-12:00 13:30-15:00,Gestión de Bases de Datos,Sierra Phillips,1,3.5,3.2,4.2,SI,FORMACIÓN
181,Melissa Nolan,21,monicaharris@example.com,EMPRESARIAL,25,1,MAÑANA,JUEVES,7:30-10:30,Introducción a la Programación,Michael Williams,2,3.7,4.9,4.5,NO,FORMACIÓN
182,Ethan Rodriguez,25,grant34@example.com,EMPRESARIAL,36,1,NOCHE,VIERNES,18:15-21:25,Metodologías Ágiles para la Programación,Christopher Thomas,3,3.7,4.2,4.8,SI,FORMACIÓN
183,Tiffany Avery,27,william46@example.net,EMPRESARIAL,14,1,MAÑANA,MARTES,7:30-10:30,Lógica de Programación,Kathryn Carroll,1,4.7,2.8,4.8,NO,FORMACIÓN
184,Isabella Abbott,25,nashstacy@example.com,EMPRESARIAL,6,3,TARDE,SABADO,15:00-18:00,Programación para la Web II,Erica Ramirez,2,4.0,4.4,2.9,SI,FORMACIÓN
185,Juan Jackson,26,imiller@example.org,REGULAR,6,3,TARDE,SABADO,15:00-18:00,Programación para la Web II,Erin Smith,2,4.3,3.2,3.8,SI,FORMACIÓN
186,William Holt,21,brandidonovan@example.com,REGULAR,21,2,TARDE,SABADO,15:00-18:00,Programación de Aplicaciones Móviles I,Bradley Jimenez,3,3.5,4.1,3.9,NO,FORMACIÓN
187,Mr. Jason Cline,27,zmills@example.org,REGULAR,4,1,NOCHE,MIERCOLES,18:15-21:25,Metodologías Ágiles para la Programación,Michael Williams,1,2.9,4.6,4.9,SI,FORMACIÓN
188,Michelle Khan,27,erin45@example.net,REGULAR,21,2,TARDE,SABADO,15:00-18:00,Programación de Aplicaciones Móviles I,Connie Pace,2,2.8,3.2,2.9,SI,FORMACIÓN
189,Melanie Weaver,21,andrew03@example.org,EMPRESARIAL,18,3,NOCHE,VIERNES,18:15-21:25,Nuevas Tecnologias de la Programación,Christopher Thomas,2,4.5,3.7,4.6,SI,FORMACIÓN
190,Jason Zuniga,20,lbailey@example.org,REGULAR,15,1,NOCHE,MARTES,18:15-21:25,Lógica de Programación,Erin Smith,1,4.4,3.9,3.9,SI,FORMACIÓN
191,Dr. Jennifer Holloway MD,25,miguel97@example.net,REGULAR,36,1,NOCHE,VIERNES,18:15-21:25,Metodologías Ágiles para la Programación,Raymond Miller,3,4.9,4.5,3.7,SI,FORMACIÓN
192,Stephanie Gardner,29,jamesmatthews@example.com,REGULAR,12,1,MAÑANA,SABADO,7:30-10:30,Lógica de Programación,Michael Williams,3,3.1,4.6,4.2,SI,FORMACIÓN
193,Michael Wright,27,yduncan@example.net,REGULAR,16,1,MAÑANA,JUEVES,7:30-10:30,Introducción a la Programación,Michael Williams,3,3.0,4.9,3.5,NO,FORMACIÓN
194,Casey Rodgers,18,rodgersalexandra@example.net,REGULAR,28,1,NOCHE,VIERNES,18:15-21:25,Metodologías Ágiles para la Programación,Raymond Miller,2,4.5,4.1,4.6,NO,FORMACIÓN
195,Cody Wilkins,22,darleneshaw@example.net,REGULAR,33,2,NOCHE,VIERNES,18:15-21:25,Programación de Aplicaciones Móviles I,Bradley Jimenez,3,4.6,3.3,3.1,SI,FORMACIÓN
196,Laura White,22,matthewsmith@example.net,REGULAR,31,2,MAÑANA,VIERNES,7:30-10:30,Gestión de Bases de Datos,Connie Pace,1,3.2,4.5,3.1,SI,FORMACIÓN
197,Cynthia Garrett,27,kelleyjacob@example.org,EMPRESARIAL,4,1,NOCHE,MIERCOLES,18:15-21:25,Metodologías Ágiles para la Programación,Christopher Thomas,2,4.5,4.6,4.5,SI,FORMACIÓN
198,Pamela Carson,19,gregoryrodriguez@example.net,EMPRESARIAL,37,1,NOCHE,JUEVES,18:15-21:25,Lógica de Programación,Emily Villegas,3,3.8,4.9,4.7,NO,FORMACIÓN
199,Danielle Benson,20,rebeccamurphy@example.com,EMPRESARIAL,12,1,MAÑANA,SABADO,7:30-10:30,Lógica de Programación,Christopher Thomas,2,3.8,4.8,4.7,NO,FORMACIÓN
200,Dustin Little,28,taragarrison@example.org,EMPRESARIAL,24,2,TARDE,SABADO,15:00-18:00,Programación para la Web I,Erica Ramirez,2,3.5,4.7,3.4,SI,FORMACIÓN
201,Paul Mejia,19,jessicagriffin@example.org,REGULAR,7,2,NOCHE,VIERNES,18:15-21:25,Programación para la Web I,Bradley Jimenez,3,4.5,3.8,3.2,NO,FORMACIÓN
202,Victoria Manning,20,angelamoore@example.com,REGULAR,1,2,NOCHE,LUNES,18:15-21:25,Gestión de Bases de Datos,Edward Watson,2,3.4,3.7,3.0,NO,FORMACIÓN
203,Nicole Lang,27,jenniferbrown@example.net,EMPRESARIAL,19,3,MAÑANA,SABADO,7:30-10:30,Nuevas Tecnologias de la Programación,Michael Williams,1,4.2,2.9,4.4,NO,FORMACIÓN
204,Matthew Mayer,23,angela91@example.org,EMPRESARIAL,5,3,NOCHE,JUEVES,18:15-21:25,Programación para la Web II,Anna Cruz,1,4.3,4.5,4.9,NO,FORMACIÓN
205,Katherine Rodriguez,19,angelabell@example.net,EMPRESARIAL,20,4,MAÑANA-TARDE,SABADO,10:30-12:00 13:30-15:00,Programación Avanzada,Erica Ramirez,3,3.1,4.3,4.2,SI,FORMACIÓN
206,Pedro Navarro,22,fitzgeraldpaul@example.org,EMPRESARIAL,16,1,MAÑANA,JUEVES,7:30-10:30,Introducción a la Programación,Connie Pace,1,4.1,3.5,3.9,NO,FORMACIÓN
207,Steven Hodges,26,rhonda29@example.com,EMPRESARIAL,28,1,NOCHE,VIERNES,18:15-21:25,Metodologías Ágiles para la Programación,Bradley Jimenez,3,3.6,3.1,4.8,NO,FORMACIÓN
208,Mrs. Samantha King MD,29,fswanson@example.net,EMPRESARIAL,11,3,NOCHE,SABADO,18:15-21:25,Nuevas Tecnologias de la Programación,Connie Pace,1,4.2,3.8,4.8,SI,FORMACIÓN
209,Alan Todd,21,phughes@example.com,EMPRESARIAL,37,1,NOCHE,JUEVES,18:15-21:25,Lógica de Programación,Kathryn Carroll,3,5.0,3.2,3.7,SI,FORMACIÓN
210,Hannah Davis,20,reynoldsdestiny@example.net,EMPRESARIAL,24,2,TARDE,SABADO,15:00-18:00,Programación para la Web I,Bradley Jimenez,2,5.0,3.4,4.1,SI,FORMACIÓN
211,Elijah Ray,26,ucastro@example.org,REGULAR,12,1,MAÑANA,SABADO,7:30-10:30,Lógica de Programación,Erica Ramirez,2,3.7,4.9,3.5,NO,FORMACIÓN
212,Cindy Sanchez,23,debra13@example.com,REGULAR,36,1,NOCHE,VIERNES,18:15-21:25,Metodologías Ágiles para la Programación,Edward Watson,2,4.0,4.2,3.3,NO,FORMACIÓN
213,Annette Gonzales,19,hoovertracey@example.com,REGULAR,1,2,NOCHE,LUNES,18:15-21:25,Gestión de Bases de Datos,Connie Pace,2,4.8,4.5,4.3,SI,FORMACIÓN
214,Krystal Lee,23,holtsamuel@example.com,EMPRESARIAL,5,3,NOCHE,JUEVES,18:15-21:25,Programación para la Web II,Christopher Thomas,1,4.1,4.1,3.8,SI,FORMACIÓN
215,Kristen Drake,22,darylbutler@example.com,REGULAR,21,2,TARDE,SABADO,15:00-18:00,Programación de Aplicaciones Móviles I,Erica Ramirez,3,3.4,4.7,4.6,NO,FORMACIÓN
216,Brian Robinson,18,njohnson@example.org,EMPRESARIAL,38,2,NOCHE,MARTES,18:15-21:25,Gestión de Bases de Datos,Raymond Miller,3,4.7,3.7,4.5,SI,FORMACIÓN
217,Laura Smith,23,megan05@example.org,REGULAR,36,1,NOCHE,VIERNES,18:15-21:25,Metodologías Ágiles para la Programación,Emily Villegas,1,4.2,3.0,3.4,NO,FORMACIÓN
218,Michael Jones,24,ugregory@example.org,REGULAR,37,1,NOCHE,JUEVES,18:15-21:25,Lógica de Programación,Connie Pace,3,5.0,4.2,3.4,SI,FORMACIÓN
219,Pamela Harding,28,dmorris@example.org,REGULAR,27,2,MAÑANA,JUEVES,7:30-10:30,Programación de Aplicaciones Móviles I,Christopher Thomas,1,3.5,3.5,5.0,SI,FORMACIÓN
220,Adam Mason,19,jeremyheath@example.net,EMPRESARIAL,21,2,TARDE,SABADO,15:00-18:00,Programación de Aplicaciones Móviles I,Michael Williams,3,4.1,4.3,4.4,SI,FORMACIÓN
221,Sandra Arellano,24,kevin40@example.org,EMPRESARIAL,7,2,NOCHE,VIERNES,18:15-21:25,Programación para la Web I,Anna Cruz,2,3.1,3.7,4.2,NO,FORMACIÓN
222,Casey Gonzalez,24,ncooper@example.net,EMPRESARIAL,35,4,NOCHE,MARTES,18:15-21:25,Programación Avanzada,Michael Williams,1,4.4,4.6,3.0,SI,FORMACIÓN
223,Joyce Turner,20,josephwagner@example.net,EMPRESARIAL,13,2,MAÑANA-TARDE,SABADO,10:30-12:00 13:30-15:00,Gestión de Bases de Datos,Christopher Thomas,3,3.0,4.2,3.4,SI,FORMACIÓN
224,Mario Carrillo,25,kristen61@example.net,EMPRESARIAL,32,2,NOCHE,VIERNES,18:15-21:25,Programación de Aplicaciones Móviles I,Edward Watson,1,4.4,4.8,3.5,SI,FORMACIÓN
225,William Payne,19,yolanda39@example.net,REGULAR,4,1,NOCHE,MIERCOLES,18:15-21:25,Metodologías Ágiles para la Programación,Raymond Miller,1,3.5,4.3,4.7,SI,FORMACIÓN
226,Timothy Bell,22,jonathanjohnson@example.org,REGULAR,15,1,NOCHE,MARTES,18:15-21:25,Lógica de Programación,Christopher Thomas,3,3.4,4.2,4.7,SI,FORMACIÓN
227,Kimberly Carpenter,22,savila@example.com,REGULAR,19,3,MAÑANA,SABADO,7:30-10:30,Nuevas Tecnologias de la Programación,Kathryn Carroll,1,3.3,3.2,3.5,NO,FORMACIÓN
228,Christian Lopez,27,qmcclure@example.com,EMPRESARIAL,31,2,MAÑANA,VIERNES,7:30-10:30,Gestión de Bases de Datos,Christopher Thomas,3,3.7,3.1,4.3,SI,FORMACIÓN
229,Valerie Murphy,20,calhounvictoria@example.org,REGULAR,15,1,NOCHE,MARTES,18:15-21:25,Lógica de Programación,Raymond Miller,3,3.4,4.7,3.4,SI,FORMACIÓN
230,Sabrina Hayes,21,nwolfe@example.com,EMPRESARIAL,6,3,TARDE,SABADO,15:00-18:00,Programación para la Web II,Emily Villegas,2,3.5,3.5,4.6,SI,FORMACIÓN
231,Sarah Jensen,23,carmenmcintyre@example.org,EMPRESARIAL,31,2,MAÑANA,VIERNES,7:30-10:30,Gestión de Bases de Datos,Erica Ramirez,3,4.7,4.4,4.6,NO,FORMACIÓN
232,Julie Davis,26,thomas48@example.org,REGULAR,29,3,NOCHE,MIERCOLES,18:15-21:25,Programación de Aplicaciones Móviles II,Erin Smith,3,3.2,4.9,3.1,SI,FORMACIÓN
233,Lauren Williams,27,egarcia@example.net,REGULAR,12,1,MAÑANA,SABADO,7:30-10:30,Lógica de Programación,Connie Pace,2,4.1,3.5,3.3,SI,FORMACIÓN
234,Jessica Doyle,30,kenneth85@example.net,EMPRESARIAL,29,3,NOCHE,MIERCOLES,18:15-21:25,Programación de Aplicaciones Móviles II,Raymond Miller,1,3.4,4.0,3.4,SI,FORMACIÓN
235,Tracy Wall,30,katherineparker@example.com,REGULAR,16,1,MAÑANA,JUEVES,7:30-10:30,Introducción a la Programación,Edward Watson,3,3.4,3.1,4.2,NO,FORMACIÓN
236,Natasha Perkins,28,alex95@example.net,EMPRESARIAL,29,3,NOCHE,MIERCOLES,18:15-21:25,Programación de Aplicaciones Móviles II,Christopher Thomas,2,3.8,3.4,4.4,NO,FORMACIÓN
237,James Ross,21,erios@example.org,REGULAR,25,1,MAÑANA,JUEVES,7:30-10:30,Introducción a la Programación,Emily Villegas,1,4.3,3.2,4.4,SI,FORMACIÓN
238,Carlos Meyer,22,wwilliams@example.com,EMPRESARIAL,30,2,MAÑANA,SABADO,7:30-10:30,Programación para la Web I,Bradley Jimenez,2,3.4,5.0,4.7,SI,FORMACIÓN
239,Brad Hill Jr.,22,rodriguezstacey@example.net,REGULAR,36,1,NOCHE,VIERNES,18:15-21:25,Metodologías Ágiles para la Programación,Kathryn Carroll,2,3.3,4.3,3.4,NO,FORMACIÓN
240,Clarence Gray,29,gmcguire@example.net,EMPRESARIAL,18,3,NOCHE,VIERNES,18:15-21:25,Nuevas Tecnologias de la Programación,Michael Williams,3,3.4,5.0,4.0,SI,FORMACIÓN
241,David Salinas,24,johnsonkyle@example.com,REGULAR,26,3,NOCHE,MIERCOLES,18:15-21:25,Programación de Aplicaciones Móviles II,Raymond Miller,1,4.3,3.1,4.8,NO,FORMACIÓN
242,Richard White,22,rthompson@example.org,EMPRESARIAL,2,2,MAÑANA,MARTES,7:30-10:30,Programación para la Web I,Erin Smith,3,3.4,2.9,3.1,NO,FORMACIÓN
243,Miss Deborah Mcclure,29,jeromezimmerman@example.net,REGULAR,9,1,NOCHE,MARTES,18:15-21:25,Introducción a la Programación,Raymond Miller,2,4.1,3.5,4.1,SI,FORMACIÓN
244,Aaron Dunn,28,hooperandrew@example.net,REGULAR,8,1,MAÑANA-TARDE,SABADO,10:30-12:00 13:30-15:00,Metodologías Ágiles para la Programación,Erin Smith,2,3.5,4.8,4.0,NO,FORMACIÓN
245,Ashley Barnes,21,christywilliams@example.com,REGULAR,19,3,MAÑANA,SABADO,7:30-10:30,Nuevas Tecnologias de la Programación,Connie Pace,3,3.1,3.2,4.1,NO,FORMACIÓN
246,Susan Mckinney,27,mwoodard@example.com,REGULAR,32,2,NOCHE,VIERNES,18:15-21:25,Programación de Aplicaciones Móviles I,Erin Smith,2,4.0,4.1,3.2,SI,FORMACIÓN
247,Carlos Jones,26,laurafleming@example.com,REGULAR,27,2,MAÑANA,JUEVES,7:30-10:30,Programación de Aplicaciones Móviles I,Bradley Jimenez,3,4.1,4.3,3.4,NO,FORMACIÓN
248,Kristy Smith,29,ywebster@example.com,EMPRESARIAL,17,1,NOCHE,JUEVES,18:15-21:25,Introducción a la Programación,Edward Watson,3,4.8,5.0,4.9,SI,FORMACIÓN
249,Madison Powell,30,roberthowell@example.org,EMPRESARIAL,8,1,MAÑANA-TARDE,SABADO,10:30-12:00 13:30-15:00,Metodologías Ágiles para la Programación,Anna Cruz,3,4.2,4.8,3.0,NO,FORMACIÓN
250,David Bean,22,wgonzalez@example.com,REGULAR,27,2,MAÑANA,JUEVES,7:30-10:30,Programación de Aplicaciones Móviles I,Michael Williams,1,4.2,3.9,4.7,NO,FORMACIÓN
251,Michael Santos,20,nicholas04@example.net,EMPRESARIAL,17,1,NOCHE,JUEVES,18:15-21:25,Introducción a la Programación,Connie Pace,3,3.6,2.9,3.8,NO,FORMACIÓN
252,Nicole Smith,22,emily03@example.org,EMPRESARIAL,26,3,NOCHE,MIERCOLES,18:15-21:25,Programación de Aplicaciones Móviles II,Erica Ramirez,2,3.4,4.0,3.9,SI,FORMACIÓN
253,Alexander Mendoza,23,bvillanueva@example.com,EMPRESARIAL,14,1,MAÑANA,MARTES,7:30-10:30,Lógica de Programación,Emily Villegas,1,4.5,3.4,4.0,SI,FORMACIÓN
254,Miss Ashlee Miller,25,egillespie@example.com,EMPRESARIAL,6,3,TARDE,SABADO,15:00-18:00,Programación para la Web II,Anna Cruz,3,3.3,3.5,4.4,NO,FORMACIÓN
255,Dr. Diane Ward,26,dianajones@example.com,EMPRESARIAL,27,2,MAÑANA,JUEVES,7:30-10:30,Programación de Aplicaciones Móviles I,Erin Smith,1,3.0,3.1,4.4,NO,FORMACIÓN
256,Matthew Mayer,23,angela91@example.org,REGULAR,5,3,NOCHE,JUEVES,18:15-21:25,Programación para la Web II,Anna Cruz,2,4.0,3.3,5.0,SI,FORMACIÓN
257,Isabella Abbott,25,nashstacy@example.com,EMPRESARIAL,6,3,TARDE,SABADO,15:00-18:00,Programación para la Web II,Erica Ramirez,1,3.9,3.0,3.7,SI,FORMACIÓN
258,Mary Diaz,18,lstout@example.net,EMPRESARIAL,3,3,NOCHE,MARTES,18:15-21:25,Programación para la Web II,Emily Villegas,1,3.9,4.7,4.4,SI,FORMACIÓN
259,Jessica Harris,22,tsmith@example.net,EMPRESARIAL,14,1,MAÑANA,MARTES,7:30-10:30,Lógica de Programación,Emily Villegas,2,2.9,3.0,4.5,NO,FORMACIÓN
260,Kimberly Alexander,27,francisalexander@example.com,REGULAR,31,2,MAÑANA,VIERNES,7:30-10:30,Gestión de Bases de Datos,Sierra Phillips,2,4.7,3.9,3.7,SI,FORMACIÓN
261,Daniel Crawford,27,stephenroberts@example.org,REGULAR,15,1,NOCHE,MARTES,18:15-21:25,Lógica de Programación,Raymond Miller,2,4.8,4.1,4.9,NO,FORMACIÓN
262,Carlos Welch,30,cameron45@example.net,REGULAR,30,2,MAÑANA,SABADO,7:30-10:30,Programación para la Web I,Anna Cruz,1,5.0,4.4,4.1,SI,FORMACIÓN
263,Debra Hardin,22,mary35@example.org,REGULAR,13,2,MAÑANA-TARDE,SABADO,10:30-12:00 13:30-15:00,Gestión de Bases de Datos,Erin Smith,2,3.6,5.0,2.8,SI,FORMACIÓN
264,Robin Bridges,20,lisa03@example.org,REGULAR,23,3,MAÑANA-TARDE,SABADO,10:30-12:00 13:30-15:00,Programación de Aplicaciones Móviles II,Anna Cruz,1,4.9,3.6,3.8,SI,FORMACIÓN
265,Destiny Clark,24,guy22@example.com,EMPRESARIAL,29,3,NOCHE,MIERCOLES,18:15-21:25,Programación de Aplicaciones Móviles II,Erin Smith,1,2.9,3.9,3.4,SI,FORMACIÓN
266,Michelle Turner,25,travisbuckley@example.net,REGULAR,17,1,NOCHE,JUEVES,18:15-21:25,Introducción a la Programación,Anna Cruz,1,4.5,4.5,3.0,NO,FORMACIÓN
267,Kelly Parker,26,kimbennett@example.com,REGULAR,21,2,TARDE,SABADO,15:00-18:00,Programación de Aplicaciones Móviles I,Kathryn Carroll,1,3.2,3.0,4.1,SI,FORMACIÓN
268,John Taylor,27,erodriguez@example.org,EMPRESARIAL,10,3,TARDE,SABADO,15:00-18:00,Nuevas Tecnologias de la Programación,Emily Villegas,1,3.3,3.0,3.2,SI,FORMACIÓN
